serialno,RT,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP02,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP00,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80 
2010000636730,P,03,01202,-0009,34,1076540,00019,23,1,,,1,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,000000,,,,2,5,,,,,,,1,4,,,,,,,,,,2,3,2,1,3,000000,00000,02,000000,2,16,21,000000,1,00000,00000,001200,20,1,6,2,,,2,142,-09,148,-09,,2,,,6,5501,,2,01,7280,,,,,,,,,6,5412,1,,0,N.A.,0940,N.A.,,000001200,000001200,034,-09,477,,,,,2,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132082,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00018,00032,00005,00031,00020,00020,00019,00022,00020,00017,00005,00030,00018,00021,00032,00028,00018,00005,00005,00020,00006,00021,00018,00018,00006,00038,00036,00034,00035,00007,00020,00020,00031,00006,00016,00019,00006,00018,00019,00031,00019,00004,00037,00006,00020,00017,00019,00019,00018,00017,00036,00005,00021,00021,00007,00005,00018,00034,00034,00020,00033,00017,00020,00019,00036,00006,00005,00005,00005,00037,00017,00019,00007,00034,00022,00021,00032,00017,00017,00006
2010000642315,P,02,02002,-0009,34,1076540,00016,34,4,2006,-009,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,000000,050,01,01,1,1,2,2,1,2,1998,-009,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,3,15,21,000000,2,00000,00000,080000,45,1,1,1,1998,-009,1,615,-09,999,-09,6,2,1,,1,5501,,1,01,6990,104,055,664,-09,,,,,1,524,2,,0,N.A.,0800,N.A.,3,000080000,000080000,210,-09,501,00100,-0009,010,-09,1,2,1,6,40,-9,29,-09,0,1,0,0,1,0,0,0,1,2,,,N.A.//,132011,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,00007,00018,00022,00015,00003,00028,00007,00014,00023,00037,00023,00017,00006,00020,00015,00020,00020,00016,00005,00006,00016,00006,00005,00018,00014,00022,00016,00020,00018,00012,00013,00006,00013,00015,00034,00005,00025,00024,00018,00015,00004,00016,00023,00016,00005,00027,00005,00013,00024,00025,00030,00014,00007,00030,00014,00015,00018,00014,00004,00006,00011,00004,00003,00020,00021,00014,00017,00018,00018,00017,00020,00006,00019,00018,00023,00006,00022,00028,00024,00014
2010000679161,P,03,00902,-0009,34,1076540,00017,22,1,,,,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,000000,,,,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,16,21,000000,2,00000,00000,000000,,3,,,,,4,999,-09,999,-09,,2,,,6,5501,,1,01,,,,664,-09,,,,,6,,1,,0,,,,4,000000000,000000000,036,-09,501,,,,,1,2,1,6,40,-9,29,-09,0,1,0,0,1,0,0,0,1,2,,,,,,,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,,1,,1,,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,00017,00016,00033,00017,00038,00008,00004,00016,00019,00015,00029,00019,00005,00019,00006,00005,00023,00014,00025,00015,00016,00017,00006,00020,00004,00034,00025,00014,00016,00017,00005,00013,00030,00015,00034,00027,00005,00026,00005,00021,00019,00015,00006,00015,00005,00031,00025,00014,00015,00016,00006,00019,00029,00016,00029,00030,00006,00017,00006,00014,00018,00015,00031,00014,00035,00005,00005,00015,00017,00018,00030,00018,00004,00016,00006,00006,00034,00020,00025,00018
2010000693179,P,02,01501,-0009,34,1076540,00017,29,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,000000,030,01,01,2,1,2,2,1,2,2007,-009,1,4,,,,,,,,,,3,5,2,3,3,012000,00000,01,000000,3,16,21,000000,1,00000,00000,055000,50,1,1,1,,,2,032,-09,148,-09,,2,1,,1,5501,,1,01,7670,106,061,,,,,,,1,5615,1,,0,N.A.,0020,N.A.,,000055000,000067000,051,-09,261,01503,-0009,034,-09,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,111021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00017,00028,00005,00024,00020,00006,00005,00006,00019,00022,00007,00017,00019,00019,00014,00027,00030,00018,00020,00033,00005,00021,00018,00016,00004,00014,00018,00017,00027,00024,00015,00005,00038,00006,00006,00021,00016,00034,00029,00020,00017,00005,00029,00006,00018,00030,00029,00027,00017,00005,00023,00018,00016,00017,00019,00007,00006,00018,00020,00005,00030,00017,00015,00014,00037,00018,00020,00019,00005,00014,00020,00036,00004,00034,00028,00019,00017,00006,00004,00016
2010000870375,P,03,00601,-0009,34,1076540,00015,22,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,000000,010,,09,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,11,000000,3,16,21,000000,1,00000,00000,025000,54,1,4,1,,,1,125,-09,999,-09,,2,,,1,5501,,1,01,6870,070,029,,,00100,-0009,033,-09,6,52M1,1,,0,N.A.,0850,N.A.,,000025000,000025000,025,-09,220,00600,-0009,034,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132052,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00020,00013,00021,00029,00025,00026,00016,00016,00029,00030,00014,00028,00027,00013,00012,00013,00013,00018,00013,00013,00005,00026,00004,00004,00006,00006,00015,00012,00004,00006,00016,00004,00004,00018,00014,00010,00013,00006,00015,00015,00027,00012,00027,00020,00022,00021,00014,00018,00023,00035,00013,00023,00025,00013,00014,00017,00022,00023,00016,00013,00004,00015,00004,00004,00003,00004,00019,00013,00005,00005,00016,00004,00004,00015,00020,00017,00015,00005,00013,00014
2010000930817,P,02,01502,-0009,34,1076540,00011,24,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,000000,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,3,16,21,000000,2,00000,00000,003000,05,1,3,2,,,1,050,-09,999,-09,,2,,,6,5501,,1,01,7370,,,,,,,,,6,5414,1,,0,N.A.,5820,N.A.,4,000003000,000003000,034,-09,501,,,,,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,439022,N.A.//,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,00023,00003,00004,00010,00003,00012,00009,00018,00011,00018,00009,00021,00010,00011,00004,00012,00012,00003,00023,00017,00011,00013,00010,00018,00012,00003,00019,00011,00017,00010,00002,00010,00003,00019,00010,00003,00002,00011,00011,00011,00014,00003,00003,00011,00004,00011,00011,00020,00013,00019,00010,00019,00008,00011,00003,00011,00012,00003,00018,00016,00012,00010,00010,00018,00013,00003,00019,00010,00018,00013,00004,00012,00004,00022,00012,00004,00004,00010,00012,00013
2010000940769,P,01,01001,-0009,34,1076540,00003,36,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,005000,045,01,01,2,1,2,2,1,2,2002,-009,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,3,16,21,000000,1,00000,00000,114000,45,1,1,,,,2,142,-09,050,-09,,2,1,,1,5501,,1,01,6870,106,058,,,,,,,1,52M1,1,,0,N.A.,0850,N.A.,,000114000,000119000,034,-09,501,03800,-0009,036,-09,1,2,1,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132052,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,00004,00001,00001,00005,00001,00004,00004,00006,00006,00007,00004,00003,00001,00006,00004,00001,00004,00004,00004,00002,00001,00004,00004,00004,00003,00006,00001,00004,00004,00004,00006,00001,00004,00004,00006,00004,00006,00005,00001,00004,00004,00001,00000,00007,00002,00003,00004,00006,00006,00007,00004,00003,00001,00005,00003,00001,00003,00004,00004,00001,00002,00004,00003,00004,00003,00006,00001,00004,00004,00003,00006,00001,00003,00003,00006,00003,00007,00006,00001,00004
2010000989225,P,02,01901,-0009,34,1076540,00027,25,4,2000,-009,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,001000,045,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,16,21,000000,1,00000,00000,060000,50,1,1,1,1989,-009,1,615,-09,999,-09,5,2,1,,1,5501,,1,01,7390,103,055,,,,,,,6,5416,2,,0,N.A.,0630,N.A.,,000060000,000061000,210,-09,501,01504,-0009,034,-09,1,2,3,9,67,-9,07,-09,0,1,0,0,2,1,0,0,1,2,,,N.A.//,131070,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00021,00057,00026,00033,00026,00024,00039,00024,00028,00009,00007,00035,00043,00008,00023,00052,00006,00005,00028,00041,00028,00014,00032,00033,00021,00030,00010,00027,00024,00036,00033,00009,00011,00049,00021,00013,00037,00030,00031,00022,00035,00052,00026,00030,00035,00022,00061,00040,00019,00007,00009,00053,00040,00006,00036,00044,00010,00010,00026,00021,00041,00006,00026,00026,00030,00015,00015,00046,00021,00041,00039,00008,00008,00035,00024,00006,00043,00032,00026,00044
2010001000014,P,02,01102,-0009,34,1076540,00017,53,1,,,7,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,000000,,,,2,1,2,2,1,2,1976,-009,1,4,,,,,,,,,,3,1,1,1,2,000000,00000,01,000000,3,16,21,000000,1,00000,00000,000000,,2,,2,,,1,051,-09,999,-09,,2,,,3,6207,5501,1,01,4680,,,,,,,,,1,4412,1,,0,N.A.,4760,N.A.,,000000000,000000000,036,-09,501,,,,,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,412031,N.A.//,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00017,00017,00016,00004,00016,00006,00018,00018,00005,00018,00028,00005,00006,00032,00020,00019,00027,00018,00027,00006,00018,00019,00018,00033,00019,00028,00015,00017,00029,00018,00005,00028,00032,00005,00018,00016,00005,00020,00005,00034,00016,00017,00017,00005,00019,00005,00018,00020,00006,00015,00031,00005,00005,00032,00017,00017,00031,00017,00027,00005,00019,00020,00017,00028,00017,00028,00017,00017,00030,00019,00005,00031,00030,00006,00018,00017,00006,00020,00005,00034
2010001089480,P,01,01201,-0009,34,1076540,00017,32,1,,,5,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,000000,030,01,01,2,1,2,2,1,2,2005,-009,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,15,21,000000,2,00000,00000,080000,30,1,1,1,,,2,051,-09,024,-09,,2,1,,1,5501,,1,01,9590,070,025,,,,,,,1,928P,1,,0,N.A.,0160,N.A.,1,000080000,000080000,009,-09,501,01103,-0009,034,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,113071,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00019,00016,00017,00029,00032,00017,00020,00025,00016,00018,00031,00028,00031,00026,00022,00030,00020,00034,00015,00006,00020,00016,00019,00005,00005,00016,00016,00005,00017,00018,00005,00005,00004,00005,00016,00005,00021,00005,00020,00029,00014,00020,00016,00027,00032,00017,00020,00033,00016,00017,00028,00030,00024,00027,00019,00029,00016,00032,00021,00005,00019,00019,00017,00005,00004,00014,00019,00005,00017,00015,00005,00007,00006,00006,00019,00005,00019,00004,00018,00029
2010001256710,P,01,00702,-0009,34,1076540,00013,26,1,,,1,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,000000,,,,2,5,,,,,,,1,4,,,,,,,,,,2,3,2,1,2,008000,00000,00,000000,2,15,21,000000,2,00000,00000,000000,,2,,2,,,2,050,-09,051,-09,,2,,,6,5501,6107,1,01,6970,,,,,,,,,6,52M2,1,,0,N.A.,0800,N.A.,4,000000000,000008000,042,-09,071,,,,,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,1,,,N.A.//,132011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00014,00023,00015,00012,00012,00004,00012,00012,00021,00003,00024,00023,00014,00015,00003,00004,00019,00014,00013,00019,00012,00004,00012,00012,00012,00022,00013,00012,00004,00022,00004,00004,00013,00011,00021,00024,00004,00013,00014,00004,00013,00022,00012,00014,00012,00003,00013,00012,00023,00004,00023,00023,00013,00014,00004,00003,00026,00014,00012,00022,00014,00004,00013,00013,00012,00024,00013,00014,00004,00021,00004,00003,00014,00011,00024,00021,00003,00014,00014,00004
2010001285245,P,02,01104,-0009,34,1076540,00022,29,1,,,1,2,2,2,2,2,,,2,,2,,,,1,1,2,2,2,2,2,000000,045,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,13,000000,2,16,21,000000,2,00000,00000,045000,40,1,1,1,,,1,142,-09,999,-09,,2,1,,1,5200,5501,1,01,5380,091,043,,,,,,,6,45211,1,,0,N.A.,4760,N.A.,4,000045000,000045000,009,-09,397,00904,-0009,034,-09,1,2,3,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,412031,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00025,00006,00007,00036,00007,00024,00023,00035,00036,00033,00033,00024,00007,00045,00023,00006,00025,00024,00022,00005,00008,00026,00021,00019,00023,00043,00006,00020,00025,00026,00038,00007,00024,00020,00040,00017,00032,00034,00006,00022,00024,00007,00007,00035,00007,00023,00021,00037,00039,00044,00024,00025,00007,00039,00023,00005,00025,00024,00020,00008,00006,00025,00023,00027,00030,00036,00006,00022,00026,00019,00038,00006,00021,00027,00040,00019,00033,00025,00007,00023
2010001307613,P,01,00903,-0009,34,1076540,00022,22,5,,,,2,2,2,2,2,,,2,2,,,,,1,2,2,2,2,2,2,000000,,,,1,5,,,,,,,2,4,,,,,,,,,,2,5,2,2,2,000000,00000,17,000000,2,16,21,000000,1,00000,00000,000000,,3,,2,2010,-009,1,706,-09,999,-09,7,2,,,6,5501,,1,01,,,,712,-09,00001,-0009,207,-09,6,,2,,0,,,,,000000000,000000000,207,-09,,,,,,1,2,4,6,43,-9,26,-09,0,1,0,0,1,0,0,0,1,2,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00022,00040,00006,00022,00006,00022,00037,00022,00039,00006,00022,00036,00039,00021,00022,00025,00022,00024,00006,00006,00021,00037,00006,00022,00006,00022,00040,00022,00038,00006,00022,00039,00038,00023,00021,00021,00022,00022,00007,00006,00020,00036,00007,00024,00007,00022,00035,00020,00035,00006,00022,00037,00039,00022,00022,00023,00023,00023,00006,00007,00022,00037,00006,00022,00007,00022,00036,00023,00037,00007,00023,00041,00041,00022,00020,00023,00022,00023,00006,00007
2010001320615,P,01,00800,-0009,34,1076540,00011,34,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,000000,090,,02,2,1,2,2,1,2,2003,-009,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,16,21,000000,1,00000,00000,140000,50,1,1,1,,,2,050,-09,022,-09,,2,,,1,5501,5004,1,01,6890,082,025,,,,,,,1,522M,1,,0,N.A.,0120,N.A.,,000140000,000140000,034,-09,501,03800,-0009,036,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,113031,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00020,00004,00013,00011,00013,00004,00013,00021,00012,00003,00003,00011,00009,00004,00019,00012,00018,00014,00014,00012,00002,00022,00012,00014,00014,00019,00012,00002,00013,00021,00021,00013,00011,00020,00005,00012,00004,00004,00011,00013,00004,00019,00014,00014,00010,00021,00011,00003,00010,00016,00016,00011,00012,00021,00003,00010,00004,00004,00012,00012,00022,00003,00014,00013,00012,00003,00011,00019,00014,00004,00004,00011,00011,00003,00022,00010,00018,00022,00011,00011
2010001370103,P,04,02201,-0009,34,1076540,00036,22,1,,,1,2,2,2,2,2,,,2,1,2,,,,1,1,2,2,2,2,2,000000,060,01,01,1,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,020000,00000,02,000000,3,15,21,000000,2,00000,00000,025000,40,1,5,,,,2,290,-09,903,-09,,2,1,,1,6207,5501,1,03,4195,100,049,625,-09,02100,-0009,034,-09,6,4236,1,,0,N.A.,0800,N.A.,4,000025000,000045000,034,-09,501,04100,-0009,042,-09,1,2,2,9,67,-9,36,-09,0,0,1,0,2,1,0,0,1,2,,,N.A.//,132011,N.A.//,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,00043,00022,00011,00042,00041,00062,00041,00038,00036,00026,00036,00038,00045,00016,00011,00049,00048,00012,00032,00026,00013,00065,00047,00029,00039,00022,00031,00056,00044,00028,00010,00039,00048,00051,00053,00021,00013,00043,00028,00051,00017,00041,00073,00038,00032,00009,00035,00019,00028,00061,00016,00039,00028,00040,00070,00010,00016,00068,00049,00042,00037,00009,00013,00040,00027,00034,00032,00032,00028,00043,00095,00046,00040,00013,00012,00043,00056,00015,00036,00026
2010001370707,P,02,00904,-0009,34,1076540,00010,43,2,,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,000000,,,,1,1,2,2,1,2,1994,-009,1,4,,,,,,,,,,2,1,1,1,2,023000,00000,01,000000,2,16,21,000000,2,00000,00000,000000,,2,,2,1968,-009,1,290,-09,999,-09,3,2,,,3,6207,5501,1,03,6970,,,625,-09,,,,,1,52M2,1,,0,N.A.,0800,N.A.,2,000000000,000023000,072,-09,501,,,,,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132011,N.A.//,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00003,00011,00016,00003,00004,00003,00003,00007,00003,00010,00003,00011,00012,00010,00010,00002,00002,00010,00008,00009,00008,00015,00016,00011,00009,00008,00009,00014,00009,00018,00013,00018,00016,00018,00018,00009,00012,00015,00017,00003,00003,00010,00008,00003,00003,00003,00002,00011,00002,00008,00003,00010,00009,00012,00008,00003,00003,00009,00010,00008,00009,00018,00015,00012,00011,00010,00009,00017,00012,00016,00010,00017,00016,00023,00016,00011,00006,00017,00017,00003
2010001382959,P,01,01102,-0009,34,1076540,00017,36,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,007000,,,,2,1,2,2,2,2,2006,-009,1,4,,,,,,,,,,2,1,2,1,3,000000,00000,00,000000,3,16,21,010000,1,00000,00000,090000,60,1,3,2,,,1,051,-09,999,-09,,2,,,3,5501,,1,01,6970,,,,,,,,,1,52M2,1,,0,N.A.,0110,N.A.,,000100000,000107000,034,-09,484,,,,,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,113021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00005,00018,00017,00032,00018,00018,00015,00016,00029,00018,00015,00005,00006,00032,00028,00004,00017,00032,00005,00019,00005,00017,00019,00031,00017,00020,00016,00016,00029,00017,00018,00006,00006,00031,00029,00006,00017,00030,00005,00019,00005,00016,00017,00031,00018,00018,00017,00018,00034,00016,00017,00005,00005,00030,00030,00005,00016,00026,00006,00020,00005,00017,00019,00031,00016,00018,00020,00019,00029,00016,00018,00005,00005,00028,00030,00005,00016,00028,00004,00017
2011000046030,P,01,01301,-0009,34,1054614,00030,28,1,,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,,,,2,1,2,2,1,2,2010,-009,1,4,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,2,16,21,000000,1,00000,00000,001800,20,1,6,2,,,1,811,-09,999,-09,,2,,,6,5501,,1,01,7270,,,,,,,,,2,5411,1,,0,N.A.,2145,N.A.,,000001800,000001800,036,-09,015,,,,,1,2,4,7,58,-9,05,-09,0,0,0,1,1,0,0,0,1,2,,,N.A.//,232011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00028,00056,00039,00026,00010,00049,00011,00033,00029,00041,00035,00030,00030,00040,00009,00025,00034,00007,00006,00037,00007,00039,00033,00014,00026,00034,00037,00008,00055,00045,00057,00048,00007,00037,00039,00066,00010,00032,00022,00065,00024,00047,00053,00025,00009,00048,00011,00031,00027,00043,00044,00046,00034,00057,00008,00027,00037,00008,00010,00034,00009,00031,00031,00009,00021,00026,00026,00009,00045,00045,00055,00043,00011,00026,00032,00060,00009,00032,00029,00045
